Train Iter 0, 7.917158, 8.410483, 13.339907, 6.675044, 9.407
Train Iter 1, 6.561412, 7.260873, 16.217001, 6.667201, 7.321
Train Iter 2, 6.484162, 7.034373, 14.539806, 6.660964, 7.658
Train Iter 3, 4.135171, 6.874665, 12.187319, 6.645825, 7.413
Train Iter 4, 5.188930, 6.793641, 9.292805, 6.636827, 7.017
Train Iter 5, 6.151340, 6.839795, 10.901465, 6.650535, 7.035
Train Iter 6, 6.503984, 6.558683, 9.726223, 6.642371, 7.168
Train Iter 7, 5.487581, 6.275550, 9.009170, 6.627607, 7.203
Train Iter 8, 4.329432, 6.362650, 9.865836, 6.613156, 7.033
Train Iter 9, 5.809224, 6.470531, 9.523296, 6.608814, 7.377
Train Iter 10, 5.988496, 6.870590, 9.814372, 6.596296, 7.492
Train Iter 11, 4.784335, 6.602946, 9.309504, 6.576293, 7.528
Train Iter 12, 5.776816, 6.475002, 8.963239, 6.542133, 7.040
Train Iter 13, 4.925543, 6.475917, 9.159362, 6.552829, 7.229
Train Iter 14, 3.239049, 6.300152, 8.851605, 6.491485, 7.002
Train Iter 15, 1.856227, 6.912198, 8.417524, 6.496613, 7.083
Train Iter 16, 4.649035, 6.720249, 8.974077, 6.443146, 7.443
Train Iter 17, 3.258950, 6.392555, 8.806338, 6.451027, 7.126
Train Iter 18, 6.660846, 6.247086, 8.301669, 6.430107, 6.943
Train Iter 19, 1.562795, 6.530271, 8.724276, 6.433125, 7.538
Train Iter 20, 1.600734, 5.765388, 8.451111, 6.385510, 7.512
Train Iter 21, 4.554479, 6.031764, 8.325420, 6.320397, 7.374
Train Iter 22, 2.763277, 6.921237, 9.190050, 6.414987, 7.333
Train Iter 23, 6.848032, 6.489678, 8.096365, 6.314644, 7.324
Train Iter 24, 3.863904, 6.881340, 8.615371, 6.153416, 6.870
Train Iter 25, 6.613318, 6.556923, 8.462676, 6.090165, 6.894
Train Iter 26, 4.898602, 6.432881, 9.100136, 6.215166, 7.196
Train Iter 27, 3.144708, 6.906858, 8.482508, 6.222714, 7.251
Train Iter 28, 7.149238, 6.671219, 8.234842, 6.080814, 6.915
Train Iter 29, 3.048245, 6.606569, 8.336113, 6.047807, 7.133
Train Iter 30, 5.618080, 6.913770, 8.382805, 6.040955, 7.321
Train Iter 31, 5.382121, 6.354149, 8.016226, 6.055989, 7.108
Train Iter 32, 6.949213, 5.883257, 7.940959, 5.948739, 6.909
