id,acc,pre,rec,f1s,iou
158,0.987850,0.950382,1.000000,0.974560,0.950382
159,0.771413,0.769231,0.597826,0.672783,0.506912
160,0.929292,0.866667,0.911215,0.888383,0.799180
161,0.818394,0.796667,0.766026,0.781046,0.640751
162,0.905997,0.835125,0.899614,0.866171,0.763934
163,0.917493,0.916318,0.872510,0.893878,0.808118
164,0.974460,0.975385,0.966463,0.970904,0.943452
165,0.959246,0.952381,0.941176,0.946746,0.898876
166,0.927497,0.975000,0.866667,0.917647,0.847826
167,0.877758,0.856369,0.880223,0.868132,0.766990
168,0.902408,0.934783,0.833333,0.881148,0.787546
169,0.968590,0.958333,0.958333,0.958333,0.920000
170,0.994163,0.978261,1.000000,0.989011,0.978261
171,0.974208,0.971510,0.971510,0.971510,0.944598
172,1.000000,1.000000,1.000000,1.000000,1.000000
173,0.937604,0.925000,0.951157,0.937896,0.883055
174,0.906601,0.876812,0.880000,0.878403,0.783172
175,0.778351,0.927419,0.572139,0.707692,0.547619
176,0.990706,1.000000,0.981413,0.990619,0.981413
177,0.950886,0.972727,0.922414,0.946903,0.899160
178,0.952489,1.000000,0.904977,0.950119,0.904977
179,0.611734,0.491289,0.510870,0.500888,0.334123
180,0.715896,0.735772,0.570978,0.642984,0.473822
181,0.949592,0.987552,0.904943,0.944444,0.894737
182,0.595238,0.950000,0.193878,0.322034,0.191919
183,0.956446,1.000000,0.912892,0.954463,0.912892
184,0.976923,0.916667,1.000000,0.956522,0.916667
185,0.932931,0.943262,0.898649,0.920415,0.852564
186,0.944444,1.000000,0.888889,0.941176,0.888889
187,0.836633,0.687980,0.921233,0.787701,0.649758
188,0.876531,0.857143,0.836735,0.846816,0.734328
189,0.929987,0.909091,0.909091,0.909091,0.833333
190,0.964912,0.952381,0.952381,0.952381,0.909091
191,0.986512,0.990476,0.976526,0.983452,0.967442
192,0.864034,0.745098,0.876923,0.805654,0.674556
193,0.966771,0.957447,0.957447,0.957447,0.918367
194,0.705485,0.713287,0.596491,0.649682,0.481132
195,0.969300,0.939698,0.958974,0.949239,0.903382
196,0.864146,1.000000,0.728291,0.842788,0.728291
197,0.976364,1.000000,0.952727,0.975791,0.952727
198,0.923107,0.940520,0.878472,0.908438,0.832237
199,0.946394,0.954545,0.916364,0.935065,0.878049
200,0.835813,0.833333,0.766667,0.798611,0.664740
201,0.955292,0.824176,0.961538,0.887574,0.797872
202,0.909499,0.863971,0.890152,0.876866,0.780731
203,0.947756,0.956522,0.916667,0.936170,0.880000
204,0.968764,0.952381,0.960000,0.956175,0.916031
205,0.684384,0.514377,0.651822,0.575000,0.403509
206,0.959917,0.934211,0.946667,0.940397,0.887500
207,0.931469,0.909091,0.909091,0.909091,0.833333
208,0.984388,0.951724,0.996390,0.973545,0.948454
209,0.877402,0.821705,0.841270,0.831373,0.711409
210,0.951862,0.878788,0.962656,0.918812,0.849817
211,0.952455,0.979167,0.914397,0.945674,0.896947
212,0.985714,1.000000,0.971429,0.985507,0.971429
213,0.940348,0.916667,0.912442,0.914550,0.842553
214,0.792375,0.632353,0.823755,0.715474,0.556995
215,0.621333,0.434457,0.513274,0.470588,0.307692
216,0.618676,0.558405,0.583333,0.570597,0.399185
217,0.988432,1.000000,0.976864,0.988296,0.976864
218,0.702679,0.570175,0.580357,0.575221,0.403727
219,0.925104,0.898551,0.905109,0.901818,0.821192
220,0.958517,0.895753,0.966667,0.929860,0.868914
221,0.513228,1.000000,0.026455,0.051546,0.026455
222,0.973289,0.945946,0.967742,0.956720,0.917031
223,0.960985,0.938567,0.958188,0.948276,0.901639
224,0.964623,0.923077,1.000000,0.960000,0.923077
225,0.982771,0.956989,0.988889,0.972678,0.946809
226,0.975179,0.973529,0.970674,0.972100,0.945714
227,0.509472,0.213415,0.224359,0.218750,0.122807
228,0.864595,0.779592,0.826840,0.802521,0.670175
229,0.968086,0.995614,0.938017,0.965957,0.934156
230,0.988208,0.972973,1.000000,0.986301,0.972973
231,0.928953,0.959350,0.877323,0.916505,0.845878
232,0.970679,1.000000,0.941358,0.969793,0.941358
233,0.865512,0.570248,0.896104,0.696970,0.534884
234,0.849311,0.988827,0.702381,0.821346,0.696850
235,0.984034,0.908654,1.000000,0.952141,0.908654
236,0.956252,0.942424,0.953988,0.948171,0.901449
237,0.985426,0.972222,0.983936,0.978044,0.957031
238,0.982727,0.949640,0.992481,0.970588,0.942857
239,0.962363,0.944206,0.948276,0.946237,0.897959
240,0.662534,0.583333,0.583333,0.583333,0.411765
241,0.866620,0.853982,0.794239,0.823028,0.699275
242,0.769185,0.591837,0.710784,0.645880,0.476974
243,0.921177,0.881395,0.971795,0.924390,0.859410
244,0.920531,0.920578,0.885417,0.902655,0.822581
245,0.939244,0.958333,0.900356,0.928440,0.866438
246,0.937809,0.945946,0.897436,0.921053,0.853659
247,1.000000,1.000000,1.000000,1.000000,1.000000
248,1.000000,1.000000,1.000000,1.000000,1.000000
249,1.000000,1.000000,1.000000,1.000000,1.000000
250,0.968463,0.983471,0.944444,0.963563,0.929688
251,0.986842,0.934498,1.000000,0.966140,0.934498
252,0.956002,0.926829,0.974359,0.950000,0.904762
253,0.949033,0.969040,0.920588,0.944193,0.894286
254,0.961855,0.936667,0.962329,0.949324,0.903537
255,0.960691,0.945148,0.945148,0.945148,0.896000
256,0.848485,0.804444,0.776824,0.790393,0.653430
257,0.986842,1.000000,0.973684,0.986667,0.973684
258,0.935807,0.870722,0.934694,0.901575,0.820789
259,0.896140,0.933333,0.823529,0.875000,0.777778
260,0.532680,1.000000,0.065359,0.122699,0.065359
261,0.948980,1.000000,0.897959,0.946237,0.897959
262,0.895942,0.914634,0.815217,0.862069,0.757576
263,0.979167,1.000000,0.958333,0.978723,0.958333
264,0.683041,0.484321,0.628959,0.547244,0.376694
265,0.907838,0.914980,0.856061,0.884540,0.792982
266,0.928335,0.876712,0.927536,0.901408,0.820513
267,0.868368,0.806630,0.890244,0.846377,0.733668
268,0.930847,0.897436,0.905172,0.901288,0.820312
269,0.928912,0.920415,0.904762,0.912521,0.839117
270,0.928808,0.918129,0.920821,0.919473,0.850949
271,0.846394,0.800000,0.767123,0.783217,0.643678
272,0.962905,0.925532,0.966667,0.945652,0.896907
273,0.966387,0.964126,0.947137,0.955556,0.914894
274,0.986612,0.970037,0.988550,0.979206,0.959259
275,0.908452,0.868946,0.918675,0.893119,0.806878
276,0.933650,0.895317,0.953079,0.923295,0.857520
277,0.539877,1.000000,0.079755,0.147727,0.079755
278,0.953057,0.928571,0.939759,0.934132,0.876404
279,0.911368,0.938111,0.864865,0.900000,0.818182
280,0.962585,0.919872,0.976190,0.947195,0.899687
281,0.842262,0.866667,0.773810,0.817610,0.691489
282,0.961228,0.964286,0.945860,0.954984,0.913846
283,0.867776,0.875000,0.802083,0.836957,0.719626
284,0.966477,0.995918,0.934866,0.964427,0.931298
285,0.929700,0.952381,0.880000,0.914761,0.842912
286,0.923170,0.951724,0.876190,0.912397,0.838906
287,0.973978,1.000000,0.947955,0.973282,0.947955
288,0.987136,0.930556,1.000000,0.964029,0.930556
289,0.952711,0.912879,0.948819,0.930502,0.870036
290,0.968034,0.956863,0.956863,0.956863,0.917293
291,0.978333,1.000000,0.956667,0.977853,0.956667
292,0.890196,0.920128,0.837209,0.876712,0.780488
293,0.961145,0.922559,0.968198,0.944828,0.895425
294,0.962080,0.924686,0.956710,0.940426,0.887550
295,0.717222,0.807018,0.471795,0.595469,0.423963
296,0.670505,0.618881,0.570968,0.593960,0.422434
297,0.824520,0.841727,0.742857,0.789207,0.651811
298,0.976850,0.981413,0.963504,0.972376,0.946237
299,0.958182,1.000000,0.916364,0.956357,0.916364
300,0.972379,0.877005,0.982036,0.926554,0.863158
301,0.945906,1.000000,0.891813,0.942813,0.891813
302,1.000000,1.000000,1.000000,1.000000,1.000000
303,0.712125,0.644986,0.714715,0.678063,0.512931
304,0.887377,0.839465,0.871528,0.855196,0.747024
305,0.973346,0.966759,0.974860,0.970793,0.943243
306,0.900427,0.979253,0.810997,0.887218,0.797297
307,0.883224,0.922780,0.807432,0.861261,0.756329
308,0.926015,0.702970,0.946667,0.806818,0.676190
309,0.975806,0.923077,1.000000,0.960000,0.923077
310,0.837243,1.000000,0.674487,0.805604,0.674487
311,0.978383,0.916364,1.000000,0.956357,0.916364
312,0.900818,0.853659,0.884477,0.868794,0.768025
313,0.641538,0.576667,0.552716,0.564437,0.393182
314,0.937625,0.958333,0.897163,0.926740,0.863481
315,0.920000,1.000000,0.840000,0.913043,0.840000
316,0.906391,0.798122,0.885417,0.839506,0.723404
317,0.945652,1.000000,0.891304,0.942529,0.891304
318,0.895192,0.928287,0.826241,0.874296,0.776667
319,0.961184,0.900000,0.962791,0.930337,0.869748
320,0.872904,0.829457,0.829457,0.829457,0.708609
321,0.897900,0.976027,0.811966,0.886470,0.796089
322,0.922619,1.000000,0.845238,0.916129,0.845238
323,0.946246,0.876812,0.956522,0.914934,0.843206
324,0.923449,0.859016,0.932384,0.894198,0.808642
325,0.861483,0.836134,0.796000,0.815574,0.688581
326,0.764945,0.694595,0.778788,0.734286,0.580135
327,0.941166,0.934694,0.912351,0.923387,0.857678
328,0.921273,0.916667,0.880000,0.897959,0.814815
329,0.602679,0.560000,0.500000,0.528302,0.358974
330,0.908288,0.782772,0.920705,0.846154,0.733333
331,0.967904,0.920354,0.967442,0.943311,0.892704
332,0.937496,0.844575,0.982935,0.908517,0.832370
333,0.949433,0.917808,0.930556,0.924138,0.858974
334,0.899573,1.000000,0.799145,0.888361,0.799145
335,0.989362,0.969136,1.000000,0.984326,0.969136
336,0.936007,0.933071,0.904580,0.918605,0.849462
337,0.940173,0.925532,0.922261,0.923894,0.858553
338,0.888558,0.535565,0.948148,0.684492,0.520325
339,0.871238,0.845201,0.850467,0.847826,0.735849
340,0.885056,0.793103,0.884615,0.836364,0.718750
341,0.933036,0.824903,0.946429,0.881497,0.788104
342,0.958704,0.942177,0.951890,0.947009,0.899351
343,0.948887,0.994949,0.899543,0.944844,0.895455
344,0.804444,0.740181,0.790323,0.764431,0.618687
345,0.994382,1.000000,0.988764,0.994350,0.988764
346,0.930000,1.000000,0.860000,0.924731,0.860000
347,0.927891,0.917241,0.904762,0.910959,0.836478
348,0.966408,0.914089,0.981550,0.946619,0.898649
349,0.985688,0.986254,0.979522,0.982877,0.966330
350,0.936290,0.953737,0.899329,0.925734,0.861736
351,0.931571,0.789883,0.957547,0.865672,0.763158
352,0.946679,0.961832,0.913043,0.936803,0.881119
353,0.985915,0.953488,1.000000,0.976190,0.953488
354,0.831418,0.741497,0.810409,0.774423,0.631884
355,0.973487,0.958333,0.962791,0.960557,0.924107
356,0.880286,0.825623,0.856089,0.840580,0.725000
357,0.638550,0.485477,0.502146,0.493671,0.327731
358,0.984578,0.978166,0.978166,0.978166,0.957265
359,0.955200,0.916667,0.954717,0.935305,0.878472
360,0.721069,0.620833,0.610656,0.615702,0.444776
361,0.920539,0.958333,0.863481,0.908438,0.832237
362,0.864788,0.602996,0.904494,0.723596,0.566901
363,0.894690,0.849359,0.886288,0.867430,0.765896
364,0.614018,0.508108,0.610390,0.554572,0.383673
365,0.971698,1.000000,0.943396,0.970874,0.943396
366,0.931785,0.923295,0.925926,0.924609,0.859788
367,0.949167,0.958333,0.923077,0.940375,0.887460
368,0.972860,0.956012,0.978979,0.967359,0.936782
369,0.949687,0.962963,0.922581,0.942339,0.890966
370,0.964873,0.951220,0.972299,0.961644,0.926121
371,0.950011,0.971510,0.924119,0.947222,0.899736
372,0.949041,0.852000,0.963801,0.904459,0.825581
373,0.904754,0.941349,0.858289,0.897902,0.814721
374,0.810390,0.837607,0.763636,0.798913,0.665158
375,0.737537,0.711009,0.794872,0.750605,0.600775
376,0.915028,0.878543,0.885714,0.882114,0.789091
377,0.908770,0.911647,0.859848,0.884990,0.793706
378,0.968750,1.000000,0.937500,0.967742,0.937500
379,0.907773,0.928571,0.850909,0.888046,0.798635
380,0.892807,0.883268,0.843866,0.863118,0.759197
381,0.944002,0.952830,0.905830,0.928736,0.866953
382,0.987025,0.949580,0.995595,0.972043,0.945607
383,0.936697,0.947368,0.915254,0.931034,0.870968
384,0.925309,0.950000,0.873563,0.910180,0.835165
385,0.922506,0.901961,0.925287,0.913475,0.840731
386,0.919584,0.817568,0.941634,0.875226,0.778135
387,0.945943,0.872180,0.954733,0.911591,0.837545
388,0.943128,1.000000,0.886256,0.939698,0.886256
389,0.937522,0.971510,0.899736,0.934247,0.876607
390,0.975806,0.923077,1.000000,0.960000,0.923077
391,0.839599,0.759657,0.779736,0.769565,0.625442
392,0.978910,0.899582,1.000000,0.947137,0.899582
393,0.770946,0.690583,0.666667,0.678414,0.513333
394,0.828736,0.851485,0.758824,0.802488,0.670130
395,0.913498,0.878431,0.885375,0.881890,0.788732
396,0.937625,0.958333,0.897163,0.926740,0.863481
397,0.933559,0.852130,1.000000,0.920162,0.852130
398,1.000000,1.000000,1.000000,1.000000,1.000000
399,0.930268,0.825000,0.933962,0.876106,0.779528
400,0.923428,0.766520,0.935484,0.842615,0.728033
401,0.939522,0.947674,0.920904,0.934097,0.876344
402,0.955436,0.952381,0.946746,0.949555,0.903955
403,0.918953,0.870861,0.916376,0.893039,0.806748
404,0.510929,1.000000,0.021858,0.042781,0.021858
405,0.913149,0.830508,0.875000,0.852174,0.742424
406,0.949833,1.000000,0.899666,0.947183,0.899666
407,0.963815,0.947222,0.971510,0.959212,0.921622
408,0.992411,0.974576,0.995671,0.985011,0.970464
409,0.894319,0.957547,0.805556,0.875000,0.777778
410,0.714050,0.654655,0.677019,0.665649,0.498856
411,0.925189,0.945148,0.875000,0.908722,0.832714
412,0.977541,0.950000,1.000000,0.974359,0.950000
413,0.803108,0.769231,0.789474,0.779221,0.638298
414,0.969441,0.960784,0.963934,0.962357,0.927445
415,0.948437,0.960000,0.916031,0.937500,0.882353
416,0.869771,0.746212,0.860262,0.799189,0.665541
417,0.977470,0.888412,1.000000,0.940909,0.888412
418,1.000000,1.000000,1.000000,1.000000,1.000000
419,0.989423,0.960000,1.000000,0.979592,0.960000
420,0.941944,0.904762,0.975676,0.938882,0.884804
421,0.939269,0.870968,0.970588,0.918083,0.848571
422,0.966346,0.882943,1.000000,0.937833,0.882943
423,0.903920,0.894161,0.865724,0.879713,0.785256
424,1.000000,1.000000,1.000000,1.000000,1.000000
425,0.914519,0.978125,0.845946,0.907246,0.830239
426,0.983535,0.979167,0.979167,0.979167,0.959184
427,0.948148,1.000000,0.896296,0.945312,0.896296
428,0.971125,0.954704,0.968198,0.961404,0.925676
429,0.866583,0.826923,0.845902,0.836305,0.718663
430,0.987903,0.960000,1.000000,0.979592,0.960000
431,0.937889,0.903333,0.934483,0.918644,0.849530
432,0.964000,0.966981,0.940367,0.953488,0.911111
433,0.812004,0.876289,0.669291,0.758929,0.611511
434,0.977273,1.000000,0.954545,0.976744,0.954545
435,0.965334,0.958188,0.954861,0.956522,0.916667
436,0.977541,0.950000,1.000000,0.974359,0.950000
437,0.968169,0.956667,0.963087,0.959866,0.922830
438,0.983900,0.925926,1.000000,0.961538,0.925926
439,0.953598,0.915254,0.943231,0.929032,0.867470
440,0.933101,0.875472,0.928000,0.900971,0.819788
441,0.947917,1.000000,0.895833,0.945055,0.895833
442,0.791930,0.712291,0.804416,0.755556,0.607143
443,0.997148,0.988506,1.000000,0.994220,0.988506
444,0.922249,0.962500,0.861940,0.909449,0.833935
445,0.829050,0.947368,0.680412,0.792000,0.655629
446,0.883606,0.701183,0.955645,0.808874,0.679083
447,0.962673,0.944444,0.971429,0.957746,0.918919
448,0.907175,0.914815,0.860627,0.886894,0.796774
449,0.884342,1.000000,0.768683,0.869215,0.768683
450,0.887101,0.822526,0.876364,0.848592,0.737003
451,0.597021,0.926471,0.204545,0.335106,0.201278
452,0.980119,0.933555,1.000000,0.965636,0.933555
453,0.946809,1.000000,0.893617,0.943820,0.893617
454,0.989819,0.974359,1.000000,0.987013,0.974359
455,0.837944,0.738889,0.872131,0.800000,0.666667
456,0.859751,0.808108,0.879412,0.842254,0.727494
457,0.953243,0.898955,0.962687,0.929730,0.868687
458,0.928998,0.981884,0.868590,0.921769,0.854890
459,0.949942,0.923636,0.940741,0.932110,0.872852
460,0.907773,0.865854,0.876543,0.871166,0.771739
461,0.956914,0.909091,0.961538,0.934579,0.877193
462,0.832962,0.751678,0.811594,0.780488,0.640000
463,0.946394,0.954545,0.916364,0.935065,0.878049
464,0.901884,0.846154,0.889706,0.867384,0.765823
465,0.942301,0.933333,0.914286,0.923711,0.858238
466,0.904382,0.799127,0.888350,0.841379,0.726190
467,0.850081,0.793358,0.808271,0.800745,0.667702
468,0.939232,0.914894,0.914894,0.914894,0.843137
469,0.925403,0.841667,0.918182,0.878261,0.782946
470,0.868840,0.972973,0.746888,0.845070,0.731707
471,0.959428,0.923664,0.956522,0.939806,0.886447
472,0.946436,0.925566,0.940789,0.933116,0.874618
473,0.981013,1.000000,0.962025,0.980645,0.962025
474,0.935943,1.000000,0.871886,0.931559,0.871886
475,0.903727,0.857143,0.874494,0.865731,0.763251
476,0.972449,0.985915,0.950226,0.967742,0.937500
477,0.795274,0.783784,0.783784,0.783784,0.644444
478,0.920139,1.000000,0.840278,0.913208,0.840278
479,0.762821,0.616216,0.808511,0.699387,0.537736
480,0.854353,0.780000,0.783920,0.781955,0.641975
481,0.964554,0.905923,0.981132,0.942029,0.890411
482,0.867284,0.846154,0.806950,0.826087,0.703704
483,0.841523,0.778378,0.864865,0.819346,0.693976
484,0.978723,1.000000,0.957447,0.978261,0.957447
485,0.899840,0.964286,0.815094,0.883436,0.791209
486,0.975184,0.992063,0.954198,0.972763,0.946970
487,0.947050,0.975610,0.905660,0.939335,0.885609
488,0.952830,0.900000,1.000000,0.947368,0.900000
489,0.979953,0.959259,0.981061,0.970037,0.941818
490,0.933913,0.885106,0.916300,0.900433,0.818898
491,0.907789,0.919831,0.851562,0.884381,0.792727
492,0.970506,1.000000,0.941011,0.969609,0.941011
493,0.950392,0.910853,0.943775,0.927022,0.863971
494,0.955915,0.875000,0.969697,0.919918,0.851711
495,0.955157,0.916364,0.954545,0.935065,0.878049
496,0.957337,0.902655,0.953271,0.927273,0.864407
497,0.769101,0.769444,0.740642,0.754768,0.606127
498,0.984988,0.979167,0.979167,0.979167,0.959184
499,0.944690,1.000000,0.889381,0.941452,0.889381
500,0.878815,0.903226,0.836957,0.868829,0.768080
501,0.965330,0.924242,0.968254,0.945736,0.897059
502,0.855237,0.832500,0.876316,0.853846,0.744966
503,0.778251,0.765799,0.686667,0.724077,0.567493
504,0.971398,0.936842,0.978022,0.956989,0.917526
505,0.931713,0.925000,0.905594,0.915194,0.843648
506,0.964286,1.000000,0.928571,0.962963,0.928571
507,0.895131,1.000000,0.790262,0.882845,0.790262
508,0.978849,0.885321,1.000000,0.939173,0.885321
509,0.920425,0.991111,0.844697,0.912065,0.838346
510,0.966156,0.928571,0.980328,0.953748,0.911585
511,0.879556,0.974138,0.771331,0.860952,0.755853
512,0.964845,0.942857,0.967427,0.954984,0.913846
513,0.886161,0.903846,0.839286,0.870370,0.770492
514,0.904897,0.969027,0.823308,0.890244,0.802198
515,0.963159,0.922481,0.963563,0.942574,0.891386
516,0.977099,1.000000,0.954198,0.976562,0.954198
